channel,mean,std,score
801,0.18013756808,0.5134850336555555,0.6936226017355556
627,0.19262010842744443,0.5042966773511111,0.6969167857785554
989,0.16689348593688888,0.5312998939611111,0.698193379898
380,0.2063477657222222,0.49517943695555555,0.7015272026777777
641,0.21806325757777778,0.48452694364444443,0.7025902012222223
977,0.20403272941444442,0.5006966937333334,0.7047294231477778
781,0.2048444788444444,0.5000344512666667,0.7048789301111111
879,0.18114939294777777,0.5251774147222222,0.70632680767
1001,0.2552578328111111,0.4515479997777778,0.7068058325888888
295,0.21547239499999996,0.49151843511111115,0.7069908301111111
233,0.17345250458844447,0.5353068580888889,0.7087593626773334
0,0.20301124644444443,0.5063414452222221,0.7093526916666666
238,0.19003421243333335,0.5223543684333333,0.7123885808666666
745,0.2119367889777778,0.5010208442222222,0.7129576331999999
102,0.19770772736999997,0.5179880678444444,0.7156957952144444
459,0.24360686428471112,0.47209826288000006,0.7157051271647112
721,0.23168196874444444,0.48413302444444456,0.715814993188889
99,0.21755912405555555,0.4985418617777777,0.7161009858333333
924,0.23716912941999999,0.47995132157777765,0.7171204509977777
700,0.27971896528888884,0.43982681105555566,0.7195457763444445
887,0.2511251062222222,0.4692219968333333,0.7203471030555555
50,0.2494301044888889,0.4732439437777778,0.7226740482666667
328,0.24759951362333332,0.47654533675555555,0.7241448503788889
957,0.19626883739444448,0.5303701864666667,0.7266390238611111
684,0.18695715180711106,0.5421279640166667,0.7290851158237778
489,0.26786940539333337,0.46239504024444444,0.7302644456377778
116,0.23848788565000006,0.49259275054444446,0.7310806361944445
660,0.22066069997444449,0.5130114364555556,0.7336721364300001
851,0.23913955769999998,0.4984208193888889,0.7375603770888889
973,0.20814341525697996,0.5309550149823778,0.7390984302393578
424,0.21484812959222224,0.5247497887777778,0.73959791837
258,0.25901500482222223,0.4819445771666666,0.7409595819888888
912,0.23222653197666665,0.5113646484444443,0.7435911804211109
337,0.25755487964444446,0.4866797455222222,0.7442346251666667
136,0.22697476575000006,0.5179880994222222,0.7449628651722223
430,0.196050145979,0.5515739453211111,0.7476240913001111
671,0.1914246869777778,0.5609039874444445,0.7523286744222223
818,0.23917233814444444,0.5150521191333334,0.7542244572777779
278,0.19679662325,0.5574738229444445,0.7542704461944445
574,0.21369604948888887,0.5414359320777778,0.7551319815666667
