,mean,std
support_std_c778,,0.9096544685555555
support_std_c779,,0.726345471111111
support_std_c782,,0.7570753615
support_std_c784,,1.195463996111111
support_std_c785,,1.9003113028888894
support_std_c790,,0.9061583262222224
support_std_c791,,0.817117011111111
support_std_c792,,1.1358534734444445
support_std_c794,,0.8204428014444444
support_std_c798,,0.8515942081111111
support_std_c8,,1.112433469666667
support_std_c80,,1.4943337937777779
support_std_c803,,1.0282095445555557
support_std_c805,,0.7979872194444443
support_std_c806,,0.8391857171777777
support_std_c808,,0.9756721983333332
support_std_c811,,1.186328756111111
support_std_c813,,1.006054448111111
support_std_c815,,0.7910868737777779
support_std_c816,,1.2356797031111113
support_std_c821,,1.1536806567777778
support_std_c822,,0.6997837642666667
support_std_c827,,1.4460729663333332
support_std_c829,,0.9961732972222223
support_std_c83,,0.6933860054166666
support_std_c832,,0.7375798824444445
support_std_c834,,1.1096424073333333
support_std_c838,,0.7580368972222222
support_std_c839,,0.6660497369555556
support_std_c84,,0.7044686854444444
support_std_c841,,1.2486566362222222
support_std_c845,,0.6857604795555555
support_std_c85,,1.4315502329111114
support_std_c852,,0.7835315893333332
support_std_c855,,0.9576909754444444
support_std_c86,,1.9547616827777778
support_std_c865,,1.201531603222222
support_std_c866,,0.8495768387777779
support_std_c868,,0.8000087961111111
support_std_c870,,1.4230590781111112
support_std_c871,,0.771399891
support_std_c872,,0.9376848731111112
support_std_c876,,1.1671351052222223
support_std_c880,,1.0944316145555555
support_std_c881,,1.2098669105555555
support_std_c882,,1.679655500777778
support_std_c884,,0.9144267730000002
support_std_c890,,0.6873263006555554
support_std_c895,,1.050686469111111
support_std_c898,,1.4427140634444444
support_std_c899,,0.7438640304444445
support_std_c9,,0.7572913617777778
support_std_c90,,0.7374586576666667
support_std_c901,,1.0703573204444445
support_std_c903,,1.441617133222222
support_std_c905,,0.8535708044999999
support_std_c909,,0.7317424788888889
support_std_c911,,0.7413907043777779
support_std_c914,,0.7644440892222223
support_std_c918,,0.7787191224111111
support_std_c921,,0.7288028377777778
support_std_c922,,0.7322450429999999
support_std_c923,,0.8284233678444445
support_std_c925,,1.1737224892222222
support_std_c927,,0.7393156869999998
support_std_c929,,1.0236677333333333
support_std_c930,,1.5813433041111113
support_std_c936,,1.6502835871111112
support_std_c940,,1.0736628923333333
support_std_c943,,0.8550659291111109
support_std_c946,,0.8167886296666665
support_std_c947,,0.824351827
support_std_c950,,1.0199482494444447
support_std_c951,,0.8022969232222222
support_std_c952,,1.0061411671111111
support_std_c953,,2.1977280511111115
support_std_c954,,1.0210252254444445
support_std_c956,,0.6897197861111112
support_std_c96,,1.117654679888889
support_std_c960,,0.8361078021111112
support_std_c961,,0.868463276
support_std_c963,,0.7554755805555554
support_std_c967,,0.8474876865555556
support_std_c968,,0.8518750366666668
support_std_c969,,0.7180933760555557
support_std_c97,,0.7268627498888888
support_std_c970,,1.3073156555555554
support_std_c971,,1.1376476140777778
support_std_c975,,1.6323053400444445
support_std_c978,,0.7825337984444444
support_std_c979,,0.8377614555555555
support_std_c982,,1.4602758811111112
support_std_c983,,0.9658918519444444
support_std_c984,,0.7803063332222223
support_std_c985,,1.3409799056666667
support_std_c986,,0.7568289241111112
support_std_c987,,1.0494106627777777
support_std_c988,,1.2414423834888888
support_std_c990,,0.6871629712299999
support_std_c997,,0.9813163007777775
support_std_c998,,1.0175220707777777
support_std_c999,,0.7496027649444444
