,mean,std
support_mean_c899,0.3619613783444444,
support_mean_c9,0.37267229357777787,
support_mean_c90,0.45113792465555563,
support_mean_c901,0.9928965443333333,
support_mean_c903,1.1311663944444446,
support_mean_c905,0.4190819538666667,
support_mean_c909,0.5198069893444445,
support_mean_c911,0.36555070148511115,
support_mean_c914,0.46017405181111115,
support_mean_c918,0.43709999840711106,
support_mean_c921,0.4357871447948889,
support_mean_c922,0.5435959398111111,
support_mean_c923,0.5883151809333333,
support_mean_c925,0.9259770295555555,
support_mean_c927,0.48240885065555555,
support_mean_c929,0.9938192097777778,
support_mean_c930,1.2141383636666667,
support_mean_c936,1.691609001222222,
support_mean_c940,0.7152672351666667,
support_mean_c943,0.8328314366666667,
support_mean_c946,0.5884825054444445,
support_mean_c947,0.7719770096666667,
support_mean_c950,0.555506199,
support_mean_c951,0.6318615836666667,
support_mean_c952,1.607937719111111,
support_mean_c953,0.9310541435555556,
support_mean_c954,0.5307687766111111,
support_mean_c956,0.38324703545555566,
support_mean_c96,0.7347168851111111,
support_mean_c960,0.5902483916666666,
support_mean_c961,0.4444977961444444,
support_mean_c963,0.43358557826666666,
support_mean_c967,0.3743257623288889,
support_mean_c968,0.6784512587000001,
support_mean_c969,0.6500429301222221,
support_mean_c97,0.4253346296777778,
support_mean_c970,0.8024708965555555,
support_mean_c971,0.7434454003244446,
support_mean_c975,1.3735742996111109,
support_mean_c978,0.5184758822333334,
support_mean_c979,0.7173840335555555,
support_mean_c982,1.749905830777778,
support_mean_c983,0.45335871153777774,
support_mean_c984,0.7550970416666666,
support_mean_c985,0.8382574611111112,
support_mean_c986,0.39217771183333333,
support_mean_c987,0.5319938907777778,
support_mean_c988,0.6730334038000001,
support_mean_c990,0.3961182828231112,
support_mean_c997,0.7506427866555556,
support_mean_c998,0.5921943012222222,
support_mean_c999,0.5044105567477778,
support_std_c1,,0.9227497889999998
support_std_c100,,1.0823262406666667
support_std_c1000,,0.7603475729999998
support_std_c1002,,1.3580185415555555
support_std_c1003,,0.8641308294999999
support_std_c1004,,1.0858864592222222
support_std_c1006,,0.8757298037777778
support_std_c1007,,1.636259248444444
support_std_c1009,,1.3140999353333334
support_std_c101,,0.7180399852366667
support_std_c1011,,1.6123362444444445
support_std_c1012,,0.9056668713777777
support_std_c1013,,0.8486819961111113
support_std_c1014,,1.2704919347777777
support_std_c1016,,1.4555447154444443
support_std_c1020,,1.3266279026666665
support_std_c1021,,1.1070626413333335
support_std_c1023,,0.8742972915555557
support_std_c107,,0.9157280695555555
support_std_c108,,1.1744427535555555
support_std_c110,,1.5323763266666666
support_std_c115,,0.7043798584666667
support_std_c118,,0.8603068253333334
support_std_c12,,0.9101842955222225
support_std_c120,,0.6733324462222222
support_std_c126,,1.6376705055555552
support_std_c127,,1.2586229114444445
support_std_c13,,0.7874439868888888
support_std_c131,,0.7440518101111111
support_std_c134,,0.7362823413333334
support_std_c137,,1.2111049963333334
support_std_c14,,0.8242206393333333
support_std_c140,,0.9694916016666666
support_std_c142,,0.7462026723333334
support_std_c143,,1.616243553111111
support_std_c144,,1.0029360072222222
support_std_c149,,1.1833556308888888
support_std_c151,,0.7717518161666667
support_std_c152,,1.0603123682222224
support_std_c153,,0.8033152646666665
support_std_c156,,1.0330679995555556
support_std_c157,,0.9165456598888888
support_std_c160,,1.0562664090333331
support_std_c162,,1.1471827465555555
support_std_c163,,1.281852893
support_std_c164,,1.355010839888889
support_std_c167,,1.4076464293333333
support_std_c169,,0.9238614179999999
support_std_c17,,0.7077383071111112
support_std_c171,,0.9795939625555558
support_std_c172,,1.140397003777778
support_std_c174,,0.8406036499444445
support_std_c178,,1.2143900072222222
support_std_c18,,0.6767875561111111
support_std_c182,,1.8523120564444444
support_std_c183,,0.7219266489999998
support_std_c185,,1.455382294
support_std_c187,,0.8632790067222221
support_std_c19,,1.6117777137777778
support_std_c190,,0.6927235002222223
support_std_c192,,0.8095676516666667
support_std_c193,,1.0878047383333334
support_std_c194,,0.8354600225555556
support_std_c196,,1.8501848014444444
support_std_c197,,1.1679361473333334
support_std_c198,,1.4817344206666667
support_std_c199,,0.7195642031111112
support_std_c20,,0.667093576
support_std_c202,,0.9977476064444444
support_std_c204,,0.9214019235555556
support_std_c209,,1.4020643314444445
support_std_c210,,1.0873638723333334
support_std_c212,,0.8020402217777777
support_std_c213,,1.1933087212222224
support_std_c214,,0.9606228880000001
support_std_c218,,0.8597636284444446
support_std_c219,,1.0536748967777778
support_std_c22,,1.1765443124444446
support_std_c220,,1.313395842
support_std_c221,,1.1930063144444445
support_std_c222,,1.2354669437777779
support_std_c225,,1.640694826
support_std_c227,,1.1005419033333335
support_std_c228,,0.7654158854444445
support_std_c23,,1.698079082666667
support_std_c235,,0.9537523249444446
support_std_c236,,1.3928524144444445
support_std_c24,,1.1551388978888888
support_std_c241,,2.507354544444444
support_std_c242,,1.5152102855555556
support_std_c243,,1.0290408538888889
support_std_c246,,0.7342922316666667
support_std_c248,,1.5953798065555558
support_std_c249,,1.6227703232222224
support_std_c251,,0.8447343741111111
support_std_c256,,0.9586246915555555
support_std_c257,,0.7867124518888889
support_std_c260,,0.8660425280666667
support_std_c262,,1.1107842870000002
support_std_c264,,1.0708668728888888
support_std_c266,,0.9122826730666668
support_std_c268,,0.8716121531111111
support_std_c269,,1.5101041341111108
support_std_c272,,1.0228638852222223
support_std_c273,,0.9147802408888887
support_std_c274,,0.7284193284222221
support_std_c275,,0.8970968105555555
support_std_c276,,0.8991521570000001
support_std_c279,,0.9930720537777776
support_std_c284,,1.1116917846666667
support_std_c287,,0.8989784354444443
support_std_c293,,0.8820354278444444
support_std_c294,,1.1082966435555555
support_std_c296,,0.7400451728888888
support_std_c297,,1.2761544407777776
support_std_c298,,1.1906087680000002
support_std_c3,,0.8687512925555557
support_std_c301,,1.2314984116666667
support_std_c302,,1.5728739016666664
support_std_c304,,1.2110034564444445
support_std_c307,,1.1960358093333334
support_std_c310,,0.8772081491111111
support_std_c313,,0.7862746411111112
support_std_c320,,0.7864479275555557
support_std_c323,,0.7589954090000002
support_std_c326,,1.1245955345555554
support_std_c327,,1.2676047192777777
support_std_c329,,0.741337775111111
support_std_c330,,0.7116855674388889
support_std_c333,,1.6816053216999995
support_std_c336,,0.9903286642222222
support_std_c339,,0.8219415492222224
support_std_c34,,0.7906812044444445
support_std_c341,,0.7077177792888889
support_std_c342,,0.7497657790111111
support_std_c347,,0.9233505713333332
support_std_c348,,0.778948058888889
support_std_c351,,1.4747162690555558
support_std_c352,,0.919292517888889
support_std_c354,,1.206555008511111
support_std_c359,,0.9136541662333334
support_std_c360,,1.0001964936666665
support_std_c361,,1.011207759888889
support_std_c362,,0.7705534051111113
support_std_c363,,0.8704004607777779
support_std_c364,,0.8470955886666668
support_std_c367,,0.7442343058993335
support_std_c368,,0.6830418932222223
support_std_c37,,0.6654876214444445
support_std_c370,,0.8048351904444445
support_std_c371,,0.7732225215555556
support_std_c374,,0.8600019261111111
support_std_c376,,0.9088932055111112
support_std_c378,,1.1229361307777777
support_std_c379,,0.7479655572222224
support_std_c381,,0.9510086694888888
support_std_c382,,1.0286058296666667
support_std_c384,,0.7949383694888887
support_std_c385,,1.0857150266666669
support_std_c387,,1.1604437553333335
support_std_c39,,0.7886124566666668
support_std_c391,,0.7301089712222222
support_std_c395,,0.7526107463333334
support_std_c397,,1.2554921968888888
support_std_c401,,1.0710707293333332
support_std_c403,,1.4012181705555555
support_std_c406,,1.9386674726666664
support_std_c407,,1.4861373715555553
support_std_c42,,0.9723786954444443
support_std_c420,,0.9007420194444445
support_std_c423,,1.0818982672222224
support_std_c425,,1.1311473544444444
support_std_c428,,0.9693302154000001
support_std_c431,,0.8667742115555555
support_std_c433,,0.7252080438888888
support_std_c434,,1.1903033625555555
support_std_c435,,1.2275300214444445
support_std_c436,,1.6489034256666666
support_std_c439,,0.6732224855000001
support_std_c44,,0.7107335754444445
support_std_c440,,0.7170832368888889
support_std_c442,,1.0449374057777778
support_std_c444,,1.1234990204444444
support_std_c446,,1.1022824773333335
support_std_c448,,0.6884326043333334
support_std_c449,,0.8886693725555556
support_std_c451,,1.0003441616666666
support_std_c453,,0.8808645393333333
support_std_c454,,0.7055886261111111
support_std_c455,,1.096627140777778
support_std_c457,,0.8040587995555556
support_std_c46,,0.9398305112222224
support_std_c461,,1.2727885989999999
support_std_c465,,1.0811374432222225
support_std_c466,,1.0984078484444444
support_std_c468,,0.8401806646666666
support_std_c474,,0.8164559787777778
support_std_c475,,0.9309351531111113
support_std_c478,,0.9595125059555556
support_std_c479,,0.9447589752222222
support_std_c48,,0.7682282104444444
support_std_c481,,1.0669191557777775
support_std_c484,,1.1830755472222223
support_std_c485,,1.162192472
support_std_c486,,1.0463845433333332
support_std_c488,,0.8507422291111111
support_std_c491,,1.3070063315555556
support_std_c494,,0.8605256414444443
support_std_c498,,0.671568348
support_std_c500,,0.9309075092222223
support_std_c502,,0.8036932897333334
support_std_c504,,0.976157731
support_std_c505,,0.6853776068888888
support_std_c506,,1.2571300722666667
support_std_c508,,0.7218916497777778
support_std_c512,,1.389467707777778
support_std_c515,,1.2413387713333335
support_std_c516,,0.9513486576000001
support_std_c517,,0.9532107218888888
support_std_c518,,2.7502203088888892
support_std_c519,,1.190121923111111
support_std_c52,,1.0990330192222222
support_std_c520,,1.2654259556666665
support_std_c526,,0.7240628413333334
support_std_c527,,1.290871309
support_std_c528,,1.015155842777778
support_std_c53,,0.8007956467777778
support_std_c532,,1.3107888765888889
support_std_c535,,0.6706893752222223
support_std_c539,,1.0597013984444446
support_std_c54,,0.7450493477777778
support_std_c540,,1.1903048967444445
support_std_c543,,1.2759581137777778
support_std_c546,,1.6906385544444444
support_std_c549,,0.7431492553333333
support_std_c550,,0.711811113
support_std_c551,,1.1373952954777777
support_std_c552,,0.8021046172222221
support_std_c554,,0.7700624337777776
support_std_c556,,1.4803176684444443
support_std_c557,,1.1310523919999997
support_std_c56,,1.6240797193333334
support_std_c561,,0.8584169955666667
support_std_c562,,0.6765204198888889
support_std_c563,,0.949513539111111
support_std_c568,,0.8012962661111112
support_std_c572,,0.7596839391111112
support_std_c575,,1.1920185473333336
support_std_c577,,0.9958291974444445
support_std_c58,,0.6822247145555557
support_std_c581,,0.7629193479999999
support_std_c582,,0.9891687947777777
support_std_c583,,0.9974978065555555
support_std_c585,,0.7463638093333335
support_std_c586,,1.4384499585555555
support_std_c588,,0.6861919313333333
support_std_c59,,0.6818703259999999
support_std_c593,,0.8608885702222221
support_std_c595,,1.1447085951111111
support_std_c597,,0.8897331178888891
support_std_c6,,0.9391316296666665
support_std_c60,,0.9360958158888888
support_std_c601,,1.099497401111111
support_std_c603,,1.0383762392222222
support_std_c606,,0.9178238778888888
support_std_c609,,0.6899985013333334
support_std_c61,,1.0718168533333334
support_std_c612,,1.5598583306666671
support_std_c613,,1.0482824358888887
support_std_c62,,0.9958640005555555
support_std_c620,,1.3073512482222223
support_std_c621,,1.8359900573333332
support_std_c623,,1.0365921127777777
support_std_c626,,1.4670967519999998
support_std_c629,,2.134699762222222
support_std_c63,,0.7550403443333334
support_std_c630,,1.0863624041666666
support_std_c631,,0.7132547144444444
support_std_c632,,1.1655364778888888
support_std_c635,,0.7750024030444446
support_std_c636,,0.7547984885555555
support_std_c637,,0.8634770262222222
support_std_c638,,0.7022734358888889
support_std_c649,,1.113009371111111
support_std_c65,,1.3748826693333334
support_std_c650,,1.2490866842222224
support_std_c651,,0.8860382467777778
support_std_c652,,1.2306894307777776
support_std_c653,,0.8075032656999999
support_std_c656,,0.8321781327777777
support_std_c659,,0.6866824245555555
support_std_c66,,0.9598123743055555
support_std_c663,,1.3288008637666666
support_std_c664,,1.1728384115555557
support_std_c665,,0.9124872853333333
support_std_c667,,1.2658880917777777
support_std_c670,,0.9160922048888889
support_std_c672,,1.7499593877777777
support_std_c675,,0.8701844973333333
support_std_c678,,1.352394147888889
support_std_c681,,0.7084754851111111
support_std_c687,,0.7625221603222223
support_std_c69,,2.0734326915555554
support_std_c691,,0.8697577546666666
support_std_c692,,0.6663799704444445
support_std_c693,,0.8894337567777778
support_std_c694,,0.8029271547222223
support_std_c695,,1.7837941544444447
support_std_c697,,1.228358312
support_std_c701,,0.7896270869999998
support_std_c702,,0.7800350973333333
support_std_c705,,0.8685065354444443
support_std_c708,,0.805848637277778
support_std_c711,,0.9236287606222221
support_std_c712,,0.9888065211111112
support_std_c713,,1.221309488222222
support_std_c715,,1.3608248583333333
support_std_c716,,0.7365051251555554
support_std_c717,,1.0775207786222223
support_std_c719,,1.4832208628888888
support_std_c728,,0.9961872714444445
support_std_c729,,0.7111895691111111
support_std_c732,,0.967313770888889
support_std_c735,,0.6865114669333333
support_std_c736,,0.8242107145555555
support_std_c738,,1.3090594376666667
support_std_c739,,1.366118355888889
support_std_c74,,0.7307750525555556
support_std_c740,,1.2384099187777777
support_std_c741,,0.9692501407777778
support_std_c743,,1.4014547653333336
support_std_c750,,1.7057009846666666
support_std_c751,,0.8756771022222223
support_std_c752,,1.258693746111111
support_std_c754,,0.9807680021111113
support_std_c755,,0.7269811505666665
support_std_c756,,1.4356216915555555
support_std_c757,,0.9657954223333334
support_std_c758,,0.9848253079066666
support_std_c759,,1.0597913195555555
support_std_c762,,0.876752161
support_std_c765,,1.081013749888889
support_std_c766,,0.9511153098888889
support_std_c767,,0.7514828759999999
support_std_c771,,0.8598562270000001
support_std_c772,,1.6073421686666665
support_std_c775,,1.0827019301111112
support_std_c776,,0.839958444
support_std_c777,,0.7680595428888888
